prediction_side,decision_time_bucket_start,current_price_bucket_start,limit_price_anchor,win_market_count,win_fill_market_count,a_win_market_fill,lose_market_count,lose_fill_market_count,a_lose_market_fill,sample_market_count
up,0,0.3,0.05,0,0,0.0,3,2,0.6666666666666666,3
up,0,0.3,0.1,0,0,0.0,3,2,0.6666666666666666,3
up,0,0.3,0.15,0,0,0.0,3,3,1.0,3
up,0,0.3,0.2,0,0,0.0,3,3,1.0,3
up,0,0.3,0.25,0,0,0.0,3,3,1.0,3
up,0,0.3,0.3,0,0,0.0,3,3,1.0,3
up,0,0.3,0.35,0,0,0.0,3,3,1.0,3
up,0,0.3,0.4,0,0,0.0,3,3,1.0,3
up,0,0.3,0.45,0,0,0.0,3,3,1.0,3
up,0,0.3,0.5,0,0,0.0,3,3,1.0,3
up,0,0.3,0.55,0,0,0.0,3,3,1.0,3
up,0,0.3,0.6,0,0,0.0,3,3,1.0,3
up,0,0.3,0.65,0,0,0.0,3,3,1.0,3
up,0,0.3,0.7,0,0,0.0,3,3,1.0,3
up,0,0.3,0.75,0,0,0.0,3,3,1.0,3
up,0,0.3,0.8,0,0,0.0,3,3,1.0,3
up,0,0.3,0.85,0,0,0.0,3,3,1.0,3
up,0,0.3,0.9,0,0,0.0,3,3,1.0,3
up,0,0.3,0.95,0,0,0.0,3,3,1.0,3
up,0,0.35,0.05,1,1,1.0,4,4,1.0,5
up,0,0.35,0.1,1,1,1.0,4,4,1.0,5
up,0,0.35,0.15,1,1,1.0,4,4,1.0,5
up,0,0.35,0.2,1,1,1.0,4,4,1.0,5
up,0,0.35,0.25,1,1,1.0,4,4,1.0,5
up,0,0.35,0.3,1,1,1.0,4,4,1.0,5
up,0,0.35,0.35,1,1,1.0,4,4,1.0,5
up,0,0.35,0.4,1,1,1.0,4,4,1.0,5
up,0,0.35,0.45,1,1,1.0,4,4,1.0,5
up,0,0.35,0.5,1,1,1.0,4,4,1.0,5
up,0,0.35,0.55,1,1,1.0,4,4,1.0,5
up,0,0.35,0.6,1,1,1.0,4,4,1.0,5
up,0,0.35,0.65,1,1,1.0,4,4,1.0,5
up,0,0.35,0.7,1,1,1.0,4,4,1.0,5
up,0,0.35,0.75,1,1,1.0,4,4,1.0,5
up,0,0.35,0.8,1,1,1.0,4,4,1.0,5
up,0,0.35,0.85,1,1,1.0,4,4,1.0,5
up,0,0.35,0.9,1,1,1.0,4,4,1.0,5
up,0,0.35,0.95,1,1,1.0,4,4,1.0,5
up,0,0.4,0.05,8,0,0.0,17,17,1.0,25
up,0,0.4,0.1,8,0,0.0,17,17,1.0,25
up,0,0.4,0.15,8,1,0.125,17,17,1.0,25
up,0,0.4,0.2,8,1,0.125,17,17,1.0,25
up,0,0.4,0.25,8,3,0.375,17,17,1.0,25
up,0,0.4,0.3,8,3,0.375,17,17,1.0,25
up,0,0.4,0.35,8,3,0.375,17,17,1.0,25
up,0,0.4,0.4,8,6,0.75,17,17,1.0,25
up,0,0.4,0.45,8,8,1.0,17,17,1.0,25
up,0,0.4,0.5,8,8,1.0,17,17,1.0,25
up,0,0.4,0.55,8,8,1.0,17,17,1.0,25
up,0,0.4,0.6,8,8,1.0,17,17,1.0,25
up,0,0.4,0.65,8,8,1.0,17,17,1.0,25
up,0,0.4,0.7,8,8,1.0,17,17,1.0,25
up,0,0.4,0.75,8,8,1.0,17,17,1.0,25
up,0,0.4,0.8,8,8,1.0,17,17,1.0,25
up,0,0.4,0.85,8,8,1.0,17,17,1.0,25
up,0,0.4,0.9,8,8,1.0,17,17,1.0,25
up,0,0.4,0.95,8,8,1.0,17,17,1.0,25
up,0,0.45,0.05,79,2,0.02531645569620253,105,98,0.9333333333333333,184
up,0,0.45,0.1,79,3,0.0379746835443038,105,101,0.9619047619047619,184
up,0,0.45,0.15,79,6,0.0759493670886076,105,102,0.9714285714285714,184
up,0,0.45,0.2,79,12,0.1518987341772152,105,103,0.9809523809523809,184
up,0,0.45,0.25,79,17,0.21518987341772153,105,105,1.0,184
up,0,0.45,0.3,79,30,0.379746835443038,105,105,1.0,184
up,0,0.45,0.35,79,39,0.4936708860759494,105,105,1.0,184
up,0,0.45,0.4,79,47,0.5949367088607594,105,105,1.0,184
up,0,0.45,0.45,79,57,0.7215189873417721,105,105,1.0,184
up,0,0.45,0.5,79,79,1.0,105,105,1.0,184
up,0,0.45,0.55,79,79,1.0,105,105,1.0,184
up,0,0.45,0.6,79,79,1.0,105,105,1.0,184
up,0,0.45,0.65,79,79,1.0,105,105,1.0,184
up,0,0.45,0.7,79,79,1.0,105,105,1.0,184
up,0,0.45,0.75,79,79,1.0,105,105,1.0,184
up,0,0.45,0.8,79,79,1.0,105,105,1.0,184
up,0,0.45,0.85,79,79,1.0,105,105,1.0,184
up,0,0.45,0.9,79,79,1.0,105,105,1.0,184
up,0,0.45,0.95,79,79,1.0,105,105,1.0,184
up,0,0.5,0.05,4202,284,0.06758686339838173,4149,3885,0.9363702096890817,8351
up,0,0.5,0.1,4202,503,0.11970490242741552,4149,4007,0.9657748855145818,8351
up,0,0.5,0.15,4202,769,0.18300809138505475,4149,4072,0.9814413111593155,8351
up,0,0.5,0.2,4202,1002,0.23845787720133269,4149,4108,0.990118100747168,8351
up,0,0.5,0.25,4202,1313,0.3124702522608282,4149,4125,0.9942154736080984,8351
up,0,0.5,0.3,4202,1684,0.4007615421227987,4149,4137,0.9971077368040492,8351
up,0,0.5,0.35,4202,2048,0.48738695859114706,4149,4141,0.9980718245360328,8351
up,0,0.5,0.4,4202,2502,0.595430747263208,4149,4145,0.9990359122680164,8351
up,0,0.5,0.45,4202,2931,0.6975249881009044,4149,4146,0.9992769342010123,8351
up,0,0.5,0.5,4202,3479,0.8279390766301761,4149,4147,0.9995179561340082,8351
up,0,0.5,0.55,4202,3859,0.9183722037125178,4149,4148,0.9997589780670041,8351
up,0,0.5,0.6,4202,4063,0.9669205140409329,4149,4148,0.9997589780670041,8351
up,0,0.5,0.65,4202,4151,0.9878629224178962,4149,4148,0.9997589780670041,8351
up,0,0.5,0.7,4202,4185,0.995954307472632,4149,4148,0.9997589780670041,8351
up,0,0.5,0.75,4202,4196,0.9985721085197525,4149,4148,0.9997589780670041,8351
up,0,0.5,0.8,4202,4199,0.9992860542598763,4149,4148,0.9997589780670041,8351
up,0,0.5,0.85,4202,4199,0.9992860542598763,4149,4148,0.9997589780670041,8351
up,0,0.5,0.9,4202,4201,0.9997620180866255,4149,4148,0.9997589780670041,8351
up,0,0.5,0.95,4202,4201,0.9997620180866255,4149,4148,0.9997589780670041,8351
up,0,0.55,0.05,8,0,0.0,13,10,0.7692307692307693,21
up,0,0.55,0.1,8,0,0.0,13,12,0.9230769230769231,21
up,0,0.55,0.15,8,0,0.0,13,12,0.9230769230769231,21
up,0,0.55,0.2,8,0,0.0,13,13,1.0,21
up,0,0.55,0.25,8,0,0.0,13,13,1.0,21
up,0,0.55,0.3,8,0,0.0,13,13,1.0,21
up,0,0.55,0.35,8,2,0.25,13,13,1.0,21
up,0,0.55,0.4,8,3,0.375,13,13,1.0,21
up,0,0.55,0.45,8,4,0.5,13,13,1.0,21
up,0,0.55,0.5,8,4,0.5,13,13,1.0,21
up,0,0.55,0.55,8,7,0.875,13,13,1.0,21
up,0,0.55,0.6,8,8,1.0,13,13,1.0,21
up,0,0.55,0.65,8,8,1.0,13,13,1.0,21
up,0,0.55,0.7,8,8,1.0,13,13,1.0,21
up,0,0.55,0.75,8,8,1.0,13,13,1.0,21
up,0,0.55,0.8,8,8,1.0,13,13,1.0,21
up,0,0.55,0.85,8,8,1.0,13,13,1.0,21
up,0,0.55,0.9,8,8,1.0,13,13,1.0,21
up,0,0.55,0.95,8,8,1.0,13,13,1.0,21
up,0,0.6,0.05,4,0,0.0,2,2,1.0,6
up,0,0.6,0.1,4,0,0.0,2,2,1.0,6
up,0,0.6,0.15,4,1,0.25,2,2,1.0,6
up,0,0.6,0.2,4,1,0.25,2,2,1.0,6
up,0,0.6,0.25,4,1,0.25,2,2,1.0,6
up,0,0.6,0.3,4,1,0.25,2,2,1.0,6
up,0,0.6,0.35,4,1,0.25,2,2,1.0,6
up,0,0.6,0.4,4,1,0.25,2,2,1.0,6
up,0,0.6,0.45,4,2,0.5,2,2,1.0,6
up,0,0.6,0.5,4,2,0.5,2,2,1.0,6
up,0,0.6,0.55,4,2,0.5,2,2,1.0,6
up,0,0.6,0.6,4,3,0.75,2,2,1.0,6
up,0,0.6,0.65,4,4,1.0,2,2,1.0,6
up,0,0.6,0.7,4,4,1.0,2,2,1.0,6
up,0,0.6,0.75,4,4,1.0,2,2,1.0,6
up,0,0.6,0.8,4,4,1.0,2,2,1.0,6
up,0,0.6,0.85,4,4,1.0,2,2,1.0,6
up,0,0.6,0.9,4,4,1.0,2,2,1.0,6
up,0,0.6,0.95,4,4,1.0,2,2,1.0,6
up,0,0.65,0.05,2,0,0.0,1,1,1.0,3
up,0,0.65,0.1,2,1,0.5,1,1,1.0,3
up,0,0.65,0.15,2,1,0.5,1,1,1.0,3
up,0,0.65,0.2,2,1,0.5,1,1,1.0,3
up,0,0.65,0.25,2,1,0.5,1,1,1.0,3
up,0,0.65,0.3,2,1,0.5,1,1,1.0,3
up,0,0.65,0.35,2,1,0.5,1,1,1.0,3
up,0,0.65,0.4,2,2,1.0,1,1,1.0,3
up,0,0.65,0.45,2,2,1.0,1,1,1.0,3
up,0,0.65,0.5,2,2,1.0,1,1,1.0,3
up,0,0.65,0.55,2,2,1.0,1,1,1.0,3
up,0,0.65,0.6,2,2,1.0,1,1,1.0,3
up,0,0.65,0.65,2,2,1.0,1,1,1.0,3
up,0,0.65,0.7,2,2,1.0,1,1,1.0,3
up,0,0.65,0.75,2,2,1.0,1,1,1.0,3
up,0,0.65,0.8,2,2,1.0,1,1,1.0,3
up,0,0.65,0.85,2,2,1.0,1,1,1.0,3
up,0,0.65,0.9,2,2,1.0,1,1,1.0,3
up,0,0.65,0.95,2,2,1.0,1,1,1.0,3
up,30,0.05,0.05,1,0,0.0,2,2,1.0,3
up,30,0.05,0.1,1,1,1.0,2,2,1.0,3
up,30,0.05,0.15,1,1,1.0,2,2,1.0,3
up,30,0.05,0.2,1,1,1.0,2,2,1.0,3
up,30,0.05,0.25,1,1,1.0,2,2,1.0,3
up,30,0.05,0.3,1,1,1.0,2,2,1.0,3
up,30,0.05,0.35,1,1,1.0,2,2,1.0,3
up,30,0.05,0.4,1,1,1.0,2,2,1.0,3
up,30,0.05,0.45,1,1,1.0,2,2,1.0,3
up,30,0.05,0.5,1,1,1.0,2,2,1.0,3
up,30,0.05,0.55,1,1,1.0,2,2,1.0,3
up,30,0.05,0.6,1,1,1.0,2,2,1.0,3
up,30,0.05,0.65,1,1,1.0,2,2,1.0,3
up,30,0.05,0.7,1,1,1.0,2,2,1.0,3
up,30,0.05,0.75,1,1,1.0,2,2,1.0,3
up,30,0.05,0.8,1,1,1.0,2,2,1.0,3
up,30,0.05,0.85,1,1,1.0,2,2,1.0,3
up,30,0.05,0.9,1,1,1.0,2,2,1.0,3
up,30,0.05,0.95,1,1,1.0,2,2,1.0,3
up,30,0.1,0.05,3,1,0.3333333333333333,21,21,1.0,24
up,30,0.1,0.1,3,1,0.3333333333333333,21,21,1.0,24
up,30,0.1,0.15,3,3,1.0,21,21,1.0,24
up,30,0.1,0.2,3,3,1.0,21,21,1.0,24
up,30,0.1,0.25,3,3,1.0,21,21,1.0,24
up,30,0.1,0.3,3,3,1.0,21,21,1.0,24
up,30,0.1,0.35,3,3,1.0,21,21,1.0,24
up,30,0.1,0.4,3,3,1.0,21,21,1.0,24
up,30,0.1,0.45,3,3,1.0,21,21,1.0,24
up,30,0.1,0.5,3,3,1.0,21,21,1.0,24
up,30,0.1,0.55,3,3,1.0,21,21,1.0,24
up,30,0.1,0.6,3,3,1.0,21,21,1.0,24
up,30,0.1,0.65,3,3,1.0,21,21,1.0,24
up,30,0.1,0.7,3,3,1.0,21,21,1.0,24
up,30,0.1,0.75,3,3,1.0,21,21,1.0,24
up,30,0.1,0.8,3,3,1.0,21,21,1.0,24
up,30,0.1,0.85,3,3,1.0,21,21,1.0,24
up,30,0.1,0.9,3,3,1.0,21,21,1.0,24
up,30,0.1,0.95,3,3,1.0,21,21,1.0,24
up,30,0.15,0.05,7,1,0.14285714285714285,43,43,1.0,50
up,30,0.15,0.1,7,2,0.2857142857142857,43,43,1.0,50
up,30,0.15,0.15,7,4,0.5714285714285714,43,43,1.0,50
up,30,0.15,0.2,7,7,1.0,43,43,1.0,50
up,30,0.15,0.25,7,7,1.0,43,43,1.0,50
up,30,0.15,0.3,7,7,1.0,43,43,1.0,50
up,30,0.15,0.35,7,7,1.0,43,43,1.0,50
up,30,0.15,0.4,7,7,1.0,43,43,1.0,50
up,30,0.15,0.45,7,7,1.0,43,43,1.0,50
up,30,0.15,0.5,7,7,1.0,43,43,1.0,50
up,30,0.15,0.55,7,7,1.0,43,43,1.0,50
up,30,0.15,0.6,7,7,1.0,43,43,1.0,50
up,30,0.15,0.65,7,7,1.0,43,43,1.0,50
up,30,0.15,0.7,7,7,1.0,43,43,1.0,50
up,30,0.15,0.75,7,7,1.0,43,43,1.0,50
up,30,0.15,0.8,7,7,1.0,43,43,1.0,50
up,30,0.15,0.85,7,7,1.0,43,43,1.0,50
up,30,0.15,0.9,7,7,1.0,43,43,1.0,50
up,30,0.15,0.95,7,7,1.0,43,43,1.0,50
up,30,0.2,0.05,27,6,0.2222222222222222,98,95,0.9693877551020408,125
up,30,0.2,0.1,27,11,0.4074074074074074,98,96,0.9795918367346939,125
up,30,0.2,0.15,27,16,0.5925925925925926,98,97,0.9897959183673469,125
up,30,0.2,0.2,27,23,0.8518518518518519,98,98,1.0,125
up,30,0.2,0.25,27,27,1.0,98,98,1.0,125
up,30,0.2,0.3,27,27,1.0,98,98,1.0,125
up,30,0.2,0.35,27,27,1.0,98,98,1.0,125
up,30,0.2,0.4,27,27,1.0,98,98,1.0,125
up,30,0.2,0.45,27,27,1.0,98,98,1.0,125
up,30,0.2,0.5,27,27,1.0,98,98,1.0,125
up,30,0.2,0.55,27,27,1.0,98,98,1.0,125
up,30,0.2,0.6,27,27,1.0,98,98,1.0,125
up,30,0.2,0.65,27,27,1.0,98,98,1.0,125
up,30,0.2,0.7,27,27,1.0,98,98,1.0,125
up,30,0.2,0.75,27,27,1.0,98,98,1.0,125
up,30,0.2,0.8,27,27,1.0,98,98,1.0,125
up,30,0.2,0.85,27,27,1.0,98,98,1.0,125
up,30,0.2,0.9,27,27,1.0,98,98,1.0,125
up,30,0.2,0.95,27,27,1.0,98,98,1.0,125
up,30,0.25,0.05,105,9,0.08571428571428572,285,267,0.9368421052631579,390
up,30,0.25,0.1,105,24,0.22857142857142856,285,275,0.9649122807017544,390
up,30,0.25,0.15,105,45,0.42857142857142855,285,280,0.9824561403508771,390
up,30,0.25,0.2,105,59,0.5619047619047619,285,282,0.9894736842105263,390
up,30,0.25,0.25,105,82,0.780952380952381,285,285,1.0,390
up,30,0.25,0.3,105,97,0.9238095238095239,285,285,1.0,390
up,30,0.25,0.35,105,103,0.9809523809523809,285,285,1.0,390
up,30,0.25,0.4,105,105,1.0,285,285,1.0,390
up,30,0.25,0.45,105,105,1.0,285,285,1.0,390
up,30,0.25,0.5,105,105,1.0,285,285,1.0,390
up,30,0.25,0.55,105,105,1.0,285,285,1.0,390
up,30,0.25,0.6,105,105,1.0,285,285,1.0,390
up,30,0.25,0.65,105,105,1.0,285,285,1.0,390
up,30,0.25,0.7,105,105,1.0,285,285,1.0,390
up,30,0.25,0.75,105,105,1.0,285,285,1.0,390
up,30,0.25,0.8,105,105,1.0,285,285,1.0,390
up,30,0.25,0.85,105,105,1.0,285,285,1.0,390
up,30,0.25,0.9,105,105,1.0,285,285,1.0,390
up,30,0.25,0.95,105,105,1.0,285,285,1.0,390
up,30,0.3,0.05,173,17,0.09826589595375723,383,364,0.9503916449086162,556
up,30,0.3,0.1,173,37,0.2138728323699422,383,373,0.9738903394255874,556
up,30,0.3,0.15,173,54,0.31213872832369943,383,378,0.9869451697127938,556
up,30,0.3,0.2,173,70,0.4046242774566474,383,381,0.9947780678851175,556
up,30,0.3,0.25,173,90,0.5202312138728323,383,382,0.9973890339425587,556
up,30,0.3,0.3,173,122,0.7052023121387283,383,383,1.0,556
up,30,0.3,0.35,173,158,0.9132947976878613,383,383,1.0,556
up,30,0.3,0.4,173,166,0.9595375722543352,383,383,1.0,556
up,30,0.3,0.45,173,171,0.9884393063583815,383,383,1.0,556
up,30,0.3,0.5,173,172,0.9942196531791907,383,383,1.0,556
up,30,0.3,0.55,173,173,1.0,383,383,1.0,556
up,30,0.3,0.6,173,173,1.0,383,383,1.0,556
up,30,0.3,0.65,173,173,1.0,383,383,1.0,556
up,30,0.3,0.7,173,173,1.0,383,383,1.0,556
up,30,0.3,0.75,173,173,1.0,383,383,1.0,556
up,30,0.3,0.8,173,173,1.0,383,383,1.0,556
up,30,0.3,0.85,173,173,1.0,383,383,1.0,556
up,30,0.3,0.9,173,173,1.0,383,383,1.0,556
up,30,0.3,0.95,173,173,1.0,383,383,1.0,556
up,30,0.35,0.05,279,30,0.10752688172043011,376,355,0.9441489361702128,655
up,30,0.35,0.1,279,50,0.17921146953405018,376,363,0.9654255319148937,655
up,30,0.35,0.15,279,83,0.2974910394265233,376,373,0.9920212765957447,655
up,30,0.35,0.2,279,114,0.40860215053763443,376,375,0.9973404255319149,655
up,30,0.35,0.25,279,144,0.5161290322580645,376,376,1.0,655
up,30,0.35,0.3,279,179,0.6415770609318996,376,376,1.0,655
up,30,0.35,0.35,279,218,0.7813620071684588,376,376,1.0,655
up,30,0.35,0.4,279,259,0.9283154121863799,376,376,1.0,655
up,30,0.35,0.45,279,273,0.978494623655914,376,376,1.0,655
up,30,0.35,0.5,279,279,1.0,376,376,1.0,655
up,30,0.35,0.55,279,279,1.0,376,376,1.0,655
up,30,0.35,0.6,279,279,1.0,376,376,1.0,655
up,30,0.35,0.65,279,279,1.0,376,376,1.0,655
up,30,0.35,0.7,279,279,1.0,376,376,1.0,655
up,30,0.35,0.75,279,279,1.0,376,376,1.0,655
up,30,0.35,0.8,279,279,1.0,376,376,1.0,655
up,30,0.35,0.85,279,279,1.0,376,376,1.0,655
up,30,0.35,0.9,279,279,1.0,376,376,1.0,655
up,30,0.35,0.95,279,279,1.0,376,376,1.0,655
up,30,0.4,0.05,463,41,0.08855291576673865,596,568,0.9530201342281879,1059
up,30,0.4,0.1,463,76,0.16414686825053995,596,580,0.9731543624161074,1059
up,30,0.4,0.15,463,120,0.2591792656587473,596,590,0.9899328859060402,1059
up,30,0.4,0.2,463,155,0.3347732181425486,596,593,0.9949664429530202,1059
up,30,0.4,0.25,463,197,0.42548596112311016,596,595,0.9983221476510067,1059
up,30,0.4,0.3,463,250,0.5399568034557235,596,596,1.0,1059
up,30,0.4,0.35,463,304,0.6565874730021598,596,596,1.0,1059
up,30,0.4,0.4,463,380,0.8207343412526998,596,596,1.0,1059
up,30,0.4,0.45,463,436,0.9416846652267818,596,596,1.0,1059
up,30,0.4,0.5,463,452,0.9762419006479481,596,596,1.0,1059
up,30,0.4,0.55,463,456,0.9848812095032398,596,596,1.0,1059
up,30,0.4,0.6,463,462,0.9978401727861771,596,596,1.0,1059
up,30,0.4,0.65,463,463,1.0,596,596,1.0,1059
up,30,0.4,0.7,463,463,1.0,596,596,1.0,1059
up,30,0.4,0.75,463,463,1.0,596,596,1.0,1059
up,30,0.4,0.8,463,463,1.0,596,596,1.0,1059
up,30,0.4,0.85,463,463,1.0,596,596,1.0,1059
up,30,0.4,0.9,463,463,1.0,596,596,1.0,1059
up,30,0.4,0.95,463,463,1.0,596,596,1.0,1059
up,30,0.45,0.05,597,41,0.06867671691792294,667,628,0.9415292353823088,1264
up,30,0.45,0.1,597,67,0.11222780569514237,667,646,0.9685157421289355,1264
up,30,0.45,0.15,597,104,0.17420435510887772,667,654,0.9805097451274363,1264
up,30,0.45,0.2,597,146,0.24455611390284757,667,659,0.9880059970014993,1264
up,30,0.45,0.25,597,204,0.3417085427135678,667,663,0.9940029985007496,1264
up,30,0.45,0.3,597,265,0.4438860971524288,667,665,0.9970014992503748,1264
up,30,0.45,0.35,597,325,0.5443886097152428,667,665,0.9970014992503748,1264
up,30,0.45,0.4,597,392,0.6566164154103853,667,666,0.9985007496251874,1264
up,30,0.45,0.45,597,478,0.8006700167504187,667,666,0.9985007496251874,1264
up,30,0.45,0.5,597,546,0.914572864321608,667,666,0.9985007496251874,1264
up,30,0.45,0.55,597,572,0.9581239530988275,667,667,1.0,1264
up,30,0.45,0.6,597,589,0.9865996649916248,667,667,1.0,1264
up,30,0.45,0.65,597,595,0.9966499162479062,667,667,1.0,1264
up,30,0.45,0.7,597,596,0.998324958123953,667,667,1.0,1264
up,30,0.45,0.75,597,597,1.0,667,667,1.0,1264
up,30,0.45,0.8,597,597,1.0,667,667,1.0,1264
up,30,0.45,0.85,597,597,1.0,667,667,1.0,1264
up,30,0.45,0.9,597,597,1.0,667,667,1.0,1264
up,30,0.45,0.95,597,597,1.0,667,667,1.0,1264
up,30,0.5,0.05,880,71,0.08068181818181819,799,733,0.9173967459324155,1679
up,30,0.5,0.1,880,119,0.13522727272727272,799,763,0.9549436795994993,1679
up,30,0.5,0.15,880,159,0.1806818181818182,799,776,0.9712140175219024,1679
up,30,0.5,0.2,880,198,0.225,799,788,0.986232790988736,1679
up,30,0.5,0.25,880,259,0.2943181818181818,799,791,0.9899874843554443,1679
up,30,0.5,0.3,880,338,0.3840909090909091,799,794,0.9937421777221527,1679
up,30,0.5,0.35,880,400,0.45454545454545453,799,796,0.9962453066332916,1679
up,30,0.5,0.4,880,472,0.5363636363636364,799,797,0.9974968710888611,1679
up,30,0.5,0.45,880,569,0.6465909090909091,799,798,0.9987484355444305,1679
up,30,0.5,0.5,880,688,0.7818181818181819,799,798,0.9987484355444305,1679
up,30,0.5,0.55,880,800,0.9090909090909091,799,798,0.9987484355444305,1679
up,30,0.5,0.6,880,839,0.9534090909090909,799,798,0.9987484355444305,1679
up,30,0.5,0.65,880,863,0.9806818181818182,799,798,0.9987484355444305,1679
up,30,0.5,0.7,880,872,0.990909090909091,799,798,0.9987484355444305,1679
up,30,0.5,0.75,880,877,0.9965909090909091,799,798,0.9987484355444305,1679
up,30,0.5,0.8,880,878,0.9977272727272727,799,798,0.9987484355444305,1679
up,30,0.5,0.85,880,878,0.9977272727272727,799,798,0.9987484355444305,1679
up,30,0.5,0.9,880,879,0.9988636363636364,799,798,0.9987484355444305,1679
up,30,0.5,0.95,880,879,0.9988636363636364,799,798,0.9987484355444305,1679
up,30,0.55,0.05,623,26,0.04173354735152488,493,454,0.920892494929006,1116
up,30,0.55,0.1,623,48,0.07704654895666131,493,473,0.9594320486815415,1116
up,30,0.55,0.15,623,87,0.13964686998394862,493,482,0.9776876267748479,1116
up,30,0.55,0.2,623,113,0.18138041733547353,493,488,0.9898580121703854,1116
up,30,0.55,0.25,623,151,0.24237560192616373,493,489,0.9918864097363083,1116
up,30,0.55,0.3,623,192,0.30818619582664525,493,490,0.9939148073022313,1116
up,30,0.55,0.35,623,226,0.36276083467094705,493,491,0.9959432048681541,1116
up,30,0.55,0.4,623,278,0.4462279293739968,493,492,0.9979716024340771,1116
up,30,0.55,0.45,623,328,0.5264847512038523,493,492,0.9979716024340771,1116
up,30,0.55,0.5,623,390,0.6260032102728732,493,492,0.9979716024340771,1116
up,30,0.55,0.55,623,485,0.7784911717495987,493,492,0.9979716024340771,1116
up,30,0.55,0.6,623,572,0.9181380417335474,493,493,1.0,1116
up,30,0.55,0.65,623,602,0.9662921348314607,493,493,1.0,1116
up,30,0.55,0.7,623,622,0.9983948635634029,493,493,1.0,1116
up,30,0.55,0.75,623,623,1.0,493,493,1.0,1116
up,30,0.55,0.8,623,623,1.0,493,493,1.0,1116
up,30,0.55,0.85,623,623,1.0,493,493,1.0,1116
up,30,0.55,0.9,623,623,1.0,493,493,1.0,1116
up,30,0.55,0.95,623,623,1.0,493,493,1.0,1116
up,30,0.6,0.05,357,21,0.058823529411764705,237,221,0.9324894514767933,594
up,30,0.6,0.1,357,32,0.0896358543417367,237,228,0.9620253164556962,594
up,30,0.6,0.15,357,46,0.12885154061624648,237,231,0.9746835443037974,594
up,30,0.6,0.2,357,54,0.15126050420168066,237,232,0.9789029535864979,594
up,30,0.6,0.25,357,69,0.19327731092436976,237,234,0.9873417721518988,594
up,30,0.6,0.3,357,88,0.24649859943977592,237,237,1.0,594
up,30,0.6,0.35,357,100,0.2801120448179272,237,237,1.0,594
up,30,0.6,0.4,357,125,0.35014005602240894,237,237,1.0,594
up,30,0.6,0.45,357,151,0.42296918767507,237,237,1.0,594
up,30,0.6,0.5,357,188,0.5266106442577031,237,237,1.0,594
up,30,0.6,0.55,357,233,0.6526610644257703,237,237,1.0,594
up,30,0.6,0.6,357,280,0.7843137254901961,237,237,1.0,594
up,30,0.6,0.65,357,337,0.9439775910364145,237,237,1.0,594
up,30,0.6,0.7,357,353,0.988795518207283,237,237,1.0,594
up,30,0.6,0.75,357,357,1.0,237,237,1.0,594
up,30,0.6,0.8,357,357,1.0,237,237,1.0,594
up,30,0.6,0.85,357,357,1.0,237,237,1.0,594
up,30,0.6,0.9,357,357,1.0,237,237,1.0,594
up,30,0.6,0.95,357,357,1.0,237,237,1.0,594
up,30,0.65,0.05,425,14,0.03294117647058824,188,174,0.925531914893617,613
up,30,0.65,0.1,425,26,0.0611764705882353,188,181,0.9627659574468085,613
up,30,0.65,0.15,425,36,0.08470588235294117,188,182,0.9680851063829787,613
up,30,0.65,0.2,425,52,0.1223529411764706,188,185,0.9840425531914894,613
up,30,0.65,0.25,425,67,0.15764705882352942,188,185,0.9840425531914894,613
up,30,0.65,0.3,425,84,0.1976470588235294,188,187,0.9946808510638298,613
up,30,0.65,0.35,425,99,0.23294117647058823,188,188,1.0,613
up,30,0.65,0.4,425,126,0.2964705882352941,188,188,1.0,613
up,30,0.65,0.45,425,145,0.3411764705882353,188,188,1.0,613
up,30,0.65,0.5,425,179,0.4211764705882353,188,188,1.0,613
up,30,0.65,0.55,425,214,0.5035294117647059,188,188,1.0,613
up,30,0.65,0.6,425,272,0.64,188,188,1.0,613
up,30,0.65,0.65,425,342,0.8047058823529412,188,188,1.0,613
up,30,0.65,0.7,425,406,0.9552941176470588,188,188,1.0,613
up,30,0.65,0.75,425,418,0.9835294117647059,188,188,1.0,613
up,30,0.65,0.8,425,423,0.9952941176470588,188,188,1.0,613
up,30,0.65,0.85,425,425,1.0,188,188,1.0,613
up,30,0.65,0.9,425,425,1.0,188,188,1.0,613
up,30,0.65,0.95,425,425,1.0,188,188,1.0,613
up,30,0.7,0.05,189,5,0.026455026455026454,63,57,0.9047619047619048,252
up,30,0.7,0.1,189,9,0.047619047619047616,63,61,0.9682539682539683,252
up,30,0.7,0.15,189,11,0.0582010582010582,63,62,0.9841269841269841,252
up,30,0.7,0.2,189,12,0.06349206349206349,63,62,0.9841269841269841,252
up,30,0.7,0.25,189,15,0.07936507936507936,63,62,0.9841269841269841,252
up,30,0.7,0.3,189,24,0.12698412698412698,63,62,0.9841269841269841,252
up,30,0.7,0.35,189,27,0.14285714285714285,63,62,0.9841269841269841,252
up,30,0.7,0.4,189,35,0.18518518518518517,63,63,1.0,252
up,30,0.7,0.45,189,43,0.2275132275132275,63,63,1.0,252
up,30,0.7,0.5,189,53,0.2804232804232804,63,63,1.0,252
up,30,0.7,0.55,189,66,0.3492063492063492,63,63,1.0,252
up,30,0.7,0.6,189,82,0.43386243386243384,63,63,1.0,252
up,30,0.7,0.65,189,104,0.5502645502645502,63,63,1.0,252
up,30,0.7,0.7,189,130,0.6878306878306878,63,63,1.0,252
