sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,utility,downside_risk,selection_score,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,coverage_constraint_satisfied
1723.0,0.7069065583284968,0.7641921397379913,0.800376647834275,0.7822843937861331,0.7086477074869414,0.7799671592775042,0.2727123711173184,0.22003284072249585,1.2394166717197532,0.5640394088669951,0.43596059113300495,0.59,0.33,1218.0,687.0,531.0,True
1723.0,0.706326175275682,0.7742424242424243,0.7863554757630161,0.7802989500027202,0.7086477074869414,0.7797863599013969,0.2725315717412111,0.22021364009860311,1.237578070183037,0.5423171733771569,0.45768282662284304,0.605,0.345,1217.0,660.0,557.0,True
1723.0,0.7138711549622752,0.7788018433179723,0.7806563039723662,0.7797290736451692,0.7086477074869414,0.7796747967479675,0.2724200085877817,0.22032520325203253,1.236445057427939,0.5292682926829269,0.47073170731707314,0.61,0.36,1230.0,651.0,579.0,True
1723.0,0.7109692396982008,0.7594405594405594,0.807843137254902,0.7836418483477308,0.7086477074869414,0.7795918367346939,0.27233704857450813,0.2204081632653061,1.235603275939898,0.5836734693877551,0.4163265306122449,0.575,0.32,1225.0,715.0,510.0,True
1723.0,0.7214161346488682,0.7788018433179723,0.7804054054054054,0.7796036243616888,0.7086477074869414,0.7795655671761866,0.27231077901600087,0.22043443282381336,1.235336855171128,0.5237329042638778,0.4762670957361223,0.61,0.37,1243.0,651.0,592.0,True
1723.0,0.7028438769587928,0.7572815533980582,0.8122448979591836,0.784763225678621,0.7086477074869414,0.7795210569777044,0.2722662688175186,0.22047894302229565,1.2348855862847004,0.5953757225433526,0.4046242774566474,0.57,0.31,1211.0,721.0,490.0,True
1723.0,0.7289611143354614,0.7973199329983249,0.7632776934749621,0.7802988132366435,0.7086477074869414,0.7794585987261147,0.2722038105659289,0.22054140127388533,1.2342526572953312,0.4753184713375796,0.5246815286624203,0.635,0.405,1256.0,597.0,659.0,True
1723.0,0.7312826465467208,0.7788018433179723,0.7799671592775042,0.7793845012977383,0.7086477074869414,0.7793650793650794,0.2721102912048936,0.22063492063492063,1.2333056363962804,0.5166666666666667,0.48333333333333334,0.61,0.38,1260.0,651.0,609.0,True
1723.0,0.7173534532791642,0.7788018433179723,0.7794871794871795,0.7791445114025759,0.7086477074869414,0.779126213592233,0.27187142543204723,0.220873786407767,1.2308904096483897,0.5266990291262136,0.4733009708737864,0.61,0.365,1236.0,651.0,585.0,True
1723.0,0.7278003482298316,0.793046357615894,0.7661538461538462,0.7796001018848702,0.7086477074869414,0.7791068580542265,0.27185206989404076,0.22089314194577347,1.230694930134033,0.48165869218500795,0.518341307814992,0.63,0.4,1254.0,604.0,650.0,True
1723.0,0.71445153801509,0.7742424242424243,0.7845884413309983,0.7794154327867113,0.7086477074869414,0.7790414297319253,0.2717866415717395,0.22095857026807475,1.230034396230924,0.5361494719740049,0.46385052802599513,0.605,0.355,1231.0,660.0,571.0,True
1723.0,0.7115496227510156,0.7742424242424243,0.784452296819788,0.7793473605311061,0.7086477074869414,0.7789559543230016,0.2717011661628158,0.22104404567699842,1.2291720653712623,0.5383360522022839,0.46166394779771613,0.605,0.35,1226.0,660.0,566.0,True
1723.0,0.7376668601276842,0.7922705314009661,0.7661538461538462,0.7792121887774062,0.7086477074869414,0.7789142407553108,0.27165945259512503,0.2210857592446892,1.2287514741936083,0.4885916601101495,0.5114083398898505,0.625,0.4,1271.0,621.0,650.0,True
1723.0,0.7086477074869414,0.7572815533980582,0.81,0.7836407766990292,0.7086477074869414,0.7788697788697788,0.27161499070959305,0.22113022113022118,1.228303346875604,0.5904995904995906,0.4095004095004095,0.57,0.315,1221.0,721.0,500.0,True
1723.0,0.7156123041207196,0.7647907647907648,0.7962962962962963,0.7805435305435305,0.7086477074869414,0.7785888077858881,0.27133401962570236,0.22141119221411187,1.2254756271007,0.5620437956204379,0.43795620437956206,0.585,0.335,1233.0,693.0,540.0,True
1723.0,0.7127103888566454,0.7602836879432624,0.8030592734225621,0.7816714806829123,0.7086477074869414,0.7785016286644951,0.27124684050430936,0.22149837133550487,1.2245997063944556,0.5741042345276873,0.4258957654723127,0.58,0.325,1228.0,705.0,523.0,True
1723.0,0.709808473592571,0.7717717717717718,0.7863554757630161,0.779063623767394,0.7086477074869414,0.7784137367130008,0.2711589485528151,0.22158626328699915,1.223717321328756,0.544562551103843,0.455437448896157,0.6,0.345,1223.0,666.0,557.0,True
1723.0,0.7121300058038306,0.7641921397379913,0.7962962962962963,0.7802442180171438,0.7086477074869414,0.778321108394458,0.27106632023427224,0.221678891605542,1.2227881431156324,0.5599022004889975,0.4400977995110024,0.59,0.335,1227.0,687.0,540.0,True
1723.0,0.71445153801509,0.7572815533980582,0.807843137254902,0.7825623453264801,0.7086477074869414,0.7782290820471162,0.2709742938869304,0.22177091795288384,1.221865772068906,0.5857026807473599,0.41429731925264013,0.57,0.32,1231.0,721.0,510.0,True
1723.0,0.7376668601276842,0.7876386687797148,0.76875,0.7781943343898574,0.7086477074869414,0.7781274586939417,0.27087267053375597,0.22187254130605827,1.2208481001716445,0.4964594807238395,0.5035405192761605,0.62,0.395,1271.0,631.0,640.0,True
1723.0,0.7399883923389438,0.7813953488372093,0.7746031746031746,0.777999261720192,0.7086477074869414,0.7780392156862745,0.2707844275260888,0.22196078431372546,1.2199651770168312,0.5058823529411764,0.49411764705882355,0.615,0.39,1275.0,645.0,630.0,True
