prediction_side,decision_second_bucket,current_price_bucket,order_delay_seconds,limit_price,win_market_count,win_fill_market_count,a_win_market_fill,lose_market_count,lose_fill_market_count,a_lose_market_fill,fallback_level
down,120_149,0.80_0.85,240,0.5,355,56,0.15774647887323945,54,52,0.9629629629629629,fine
down,120_149,0.85_0.90,240,0.5,320,37,0.115625,45,45,1.0,fine
down,120_149,0.90_0.95,240,0.5,281,18,0.06405693950177936,18,18,1.0,fine
down,120_149,0.95_1.00,240,0.5,67,4,0.05970149253731343,3,3,1.0,fine
down,any,any,240,0.5,4294,1363,0.3174196553330228,4304,3924,0.9117100371747212,side_delay_price
down,120_149,0.00_0.05,240,0.55,3,3,1.0,100,48,0.48,fine
down,120_149,0.05_0.10,240,0.55,11,8,0.7272727272727273,289,200,0.6920415224913494,fine
down,120_149,0.10_0.15,240,0.55,44,28,0.6363636363636364,396,328,0.8282828282828283,fine
down,120_149,0.15_0.20,240,0.55,74,48,0.6486486486486487,283,245,0.8657243816254417,fine
down,120_149,0.20_0.25,240,0.55,95,59,0.6210526315789474,365,339,0.9287671232876712,fine
down,120_149,0.25_0.30,240,0.55,180,113,0.6277777777777778,451,418,0.926829268292683,fine
down,120_149,0.30_0.35,240,0.55,183,101,0.5519125683060109,362,343,0.9475138121546961,fine
down,120_149,0.35_0.40,240,0.55,158,90,0.569620253164557,277,265,0.9566787003610109,fine
down,120_149,0.40_0.45,240,0.55,239,134,0.5606694560669456,334,326,0.9760479041916168,fine
down,120_149,0.45_0.50,240,0.55,275,119,0.43272727272727274,259,248,0.9575289575289575,fine
down,120_149,0.50_0.55,240,0.55,342,167,0.48830409356725146,265,259,0.9773584905660377,fine
down,120_149,0.55_0.60,240,0.55,379,144,0.37994722955145116,292,286,0.9794520547945206,fine
down,120_149,0.60_0.65,240,0.55,265,83,0.3132075471698113,146,144,0.9863013698630136,fine
down,120_149,0.65_0.70,240,0.55,386,124,0.32124352331606215,171,171,1.0,fine
down,120_149,0.70_0.75,240,0.55,306,78,0.2549019607843137,100,98,0.98,fine
down,120_149,0.75_0.80,240,0.55,331,74,0.22356495468277945,94,93,0.9893617021276596,fine
down,120_149,0.80_0.85,240,0.55,355,62,0.17464788732394365,54,52,0.9629629629629629,fine
down,120_149,0.85_0.90,240,0.55,320,42,0.13125,45,45,1.0,fine
down,120_149,0.90_0.95,240,0.55,281,20,0.0711743772241993,18,18,1.0,fine
down,120_149,0.95_1.00,240,0.55,67,4,0.05970149253731343,3,3,1.0,fine
down,any,any,240,0.55,4294,1501,0.3495575221238938,4304,3929,0.9128717472118959,side_delay_price
down,120_149,0.00_0.05,240,0.6,3,3,1.0,100,48,0.48,fine
down,120_149,0.05_0.10,240,0.6,11,8,0.7272727272727273,289,200,0.6920415224913494,fine
down,120_149,0.10_0.15,240,0.6,44,29,0.6590909090909091,396,328,0.8282828282828283,fine
down,120_149,0.15_0.20,240,0.6,74,49,0.6621621621621622,283,245,0.8657243816254417,fine
down,120_149,0.20_0.25,240,0.6,95,61,0.6421052631578947,365,339,0.9287671232876712,fine
down,120_149,0.25_0.30,240,0.6,180,119,0.6611111111111111,451,418,0.926829268292683,fine
down,120_149,0.30_0.35,240,0.6,183,107,0.5846994535519126,362,343,0.9475138121546961,fine
down,120_149,0.35_0.40,240,0.6,158,98,0.620253164556962,277,265,0.9566787003610109,fine
down,120_149,0.40_0.45,240,0.6,239,142,0.5941422594142259,334,326,0.9760479041916168,fine
down,120_149,0.45_0.50,240,0.6,275,133,0.48363636363636364,259,248,0.9575289575289575,fine
down,120_149,0.50_0.55,240,0.6,342,178,0.52046783625731,265,259,0.9773584905660377,fine
down,120_149,0.55_0.60,240,0.6,379,169,0.44591029023746703,292,286,0.9794520547945206,fine
down,120_149,0.60_0.65,240,0.6,265,93,0.35094339622641507,146,144,0.9863013698630136,fine
down,120_149,0.65_0.70,240,0.6,386,139,0.3601036269430052,171,171,1.0,fine
down,120_149,0.70_0.75,240,0.6,306,89,0.2908496732026144,100,98,0.98,fine
down,120_149,0.75_0.80,240,0.6,331,83,0.25075528700906347,94,93,0.9893617021276596,fine
down,120_149,0.80_0.85,240,0.6,355,71,0.2,54,52,0.9629629629629629,fine
down,120_149,0.85_0.90,240,0.6,320,48,0.15,45,45,1.0,fine
down,120_149,0.90_0.95,240,0.6,281,23,0.08185053380782918,18,18,1.0,fine
down,120_149,0.95_1.00,240,0.6,67,4,0.05970149253731343,3,3,1.0,fine
down,any,any,240,0.6,4294,1646,0.3833255705635771,4304,3929,0.9128717472118959,side_delay_price
down,120_149,0.00_0.05,240,0.65,3,3,1.0,100,48,0.48,fine
down,120_149,0.05_0.10,240,0.65,11,8,0.7272727272727273,289,200,0.6920415224913494,fine
down,120_149,0.10_0.15,240,0.65,44,29,0.6590909090909091,396,328,0.8282828282828283,fine
down,120_149,0.15_0.20,240,0.65,74,55,0.7432432432432432,283,245,0.8657243816254417,fine
down,120_149,0.20_0.25,240,0.65,95,63,0.6631578947368421,365,339,0.9287671232876712,fine
down,120_149,0.25_0.30,240,0.65,180,124,0.6888888888888889,451,418,0.926829268292683,fine
down,120_149,0.30_0.35,240,0.65,183,116,0.6338797814207651,362,343,0.9475138121546961,fine
down,120_149,0.35_0.40,240,0.65,158,103,0.6518987341772152,277,265,0.9566787003610109,fine
down,120_149,0.40_0.45,240,0.65,239,154,0.6443514644351465,334,326,0.9760479041916168,fine
down,120_149,0.45_0.50,240,0.65,275,145,0.5272727272727272,259,248,0.9575289575289575,fine
down,120_149,0.50_0.55,240,0.65,342,188,0.5497076023391813,265,259,0.9773584905660377,fine
down,120_149,0.55_0.60,240,0.65,379,181,0.47757255936675463,292,286,0.9794520547945206,fine
down,120_149,0.60_0.65,240,0.65,265,100,0.37735849056603776,146,144,0.9863013698630136,fine
down,120_149,0.65_0.70,240,0.65,386,163,0.422279792746114,171,171,1.0,fine
down,120_149,0.70_0.75,240,0.65,306,102,0.3333333333333333,100,98,0.98,fine
down,120_149,0.75_0.80,240,0.65,331,91,0.27492447129909364,94,93,0.9893617021276596,fine
down,120_149,0.80_0.85,240,0.65,355,84,0.23661971830985915,54,52,0.9629629629629629,fine
down,120_149,0.85_0.90,240,0.65,320,56,0.175,45,45,1.0,fine
down,120_149,0.90_0.95,240,0.65,281,27,0.09608540925266904,18,18,1.0,fine
down,120_149,0.95_1.00,240,0.65,67,4,0.05970149253731343,3,3,1.0,fine
down,any,any,240,0.65,4294,1796,0.41825803446669774,4304,3929,0.9128717472118959,side_delay_price
down,120_149,0.00_0.05,240,0.7,3,3,1.0,100,48,0.48,fine
down,120_149,0.05_0.10,240,0.7,11,8,0.7272727272727273,289,200,0.6920415224913494,fine
down,120_149,0.10_0.15,240,0.7,44,31,0.7045454545454546,396,328,0.8282828282828283,fine
down,120_149,0.15_0.20,240,0.7,74,57,0.7702702702702703,283,245,0.8657243816254417,fine
down,120_149,0.20_0.25,240,0.7,95,68,0.7157894736842105,365,339,0.9287671232876712,fine
down,120_149,0.25_0.30,240,0.7,180,129,0.7166666666666667,451,418,0.926829268292683,fine
down,120_149,0.30_0.35,240,0.7,183,121,0.6612021857923497,362,343,0.9475138121546961,fine
down,120_149,0.35_0.40,240,0.7,158,114,0.7215189873417721,277,265,0.9566787003610109,fine
down,120_149,0.40_0.45,240,0.7,239,168,0.702928870292887,334,326,0.9760479041916168,fine
down,120_149,0.45_0.50,240,0.7,275,162,0.5890909090909091,259,249,0.9613899613899614,fine
down,120_149,0.50_0.55,240,0.7,342,202,0.5906432748538012,265,259,0.9773584905660377,fine
down,120_149,0.55_0.60,240,0.7,379,196,0.5171503957783641,292,286,0.9794520547945206,fine
down,120_149,0.60_0.65,240,0.7,265,111,0.4188679245283019,146,144,0.9863013698630136,fine
down,120_149,0.65_0.70,240,0.7,386,173,0.4481865284974093,171,171,1.0,fine
down,120_149,0.70_0.75,240,0.7,306,112,0.3660130718954248,100,98,0.98,fine
down,120_149,0.75_0.80,240,0.7,331,99,0.2990936555891239,94,93,0.9893617021276596,fine
down,120_149,0.80_0.85,240,0.7,355,105,0.29577464788732394,54,52,0.9629629629629629,fine
down,120_149,0.85_0.90,240,0.7,320,62,0.19375,45,45,1.0,fine
down,120_149,0.90_0.95,240,0.7,281,32,0.11387900355871886,18,18,1.0,fine
down,120_149,0.95_1.00,240,0.7,67,6,0.08955223880597014,3,3,1.0,fine
down,any,any,240,0.7,4294,1959,0.4562179785747555,4304,3930,0.9131040892193308,side_delay_price
