sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,utility,downside_risk,selection_score,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,coverage_constraint_satisfied
2585.0,0.7052224371373308,0.798196166854566,0.782051282051282,0.790123724452924,0.7195357833655706,0.7899067471201316,0.28816593474102137,0.21009325287986835,1.3716096580493,0.48656061437191445,0.5134393856280856,0.645,0.41,1823.0,887.0,936.0,True
2585.0,0.7063829787234043,0.798196166854566,0.7816826411075612,0.7899394039810637,0.7195357833655706,0.7897042716319824,0.28796345925287214,0.21029572836801758,1.369326241134751,0.48576122672508215,0.5142387732749178,0.645,0.415,1826.0,887.0,939.0,True
2585.0,0.7040618955512572,0.7913043478260869,0.7844444444444445,0.7878743961352657,0.7195357833655706,0.7879120879120879,0.2861712755329776,0.2120879120879121,1.3493049779016042,0.5054945054945055,0.4945054945054945,0.64,0.305,1820.0,920.0,900.0,True
2585.0,0.7056092843326885,0.7913043478260869,0.7842920353982301,0.7877981916121586,0.7195357833655706,0.787828947368421,0.28608813498931074,0.21217105263157898,1.3483843881666737,0.5043859649122807,0.4956140350877193,0.64,0.31,1824.0,920.0,904.0,True
2585.0,0.7044487427466151,0.7904451682953312,0.7844444444444445,0.7874448063698878,0.7195357833655706,0.7874794069192751,0.2857385945401648,0.2125205930807249,1.3445219138440312,0.5057660626029654,0.4942339373970346,0.635,0.305,1821.0,921.0,900.0,True
2585.0,0.7059961315280464,0.7904451682953312,0.7842920353982301,0.7873686018467807,0.7195357833655706,0.7873972602739726,0.28565644789486233,0.2126027397260274,1.3436160242477417,0.5046575342465753,0.49534246575342467,0.635,0.31,1825.0,921.0,904.0,True
2585.0,0.7083172147001934,0.7913043478260869,0.7826564215148188,0.7869803846704528,0.7195357833655706,0.787001638448935,0.2852608260698247,0.212998361551065,1.3392630064970488,0.5024576734025122,0.4975423265974877,0.64,0.345,1831.0,920.0,911.0,True
2585.0,0.7083172147001934,0.7913043478260869,0.7826564215148188,0.7869803846704528,0.7195357833655706,0.787001638448935,0.2852608260698247,0.212998361551065,1.3392630064970488,0.5024576734025122,0.4975423265974877,0.64,0.35,1831.0,920.0,911.0,True
2585.0,0.7083172147001934,0.7913043478260869,0.7826564215148188,0.7869803846704528,0.7195357833655706,0.787001638448935,0.2852608260698247,0.212998361551065,1.3392630064970488,0.5024576734025122,0.4975423265974877,0.64,0.355,1831.0,920.0,911.0,True
2585.0,0.7083172147001934,0.7913043478260869,0.7826564215148188,0.7869803846704528,0.7195357833655706,0.787001638448935,0.2852608260698247,0.212998361551065,1.3392630064970488,0.5024576734025122,0.4975423265974877,0.64,0.36,1831.0,920.0,911.0,True
2585.0,0.7083172147001934,0.7913043478260869,0.7826564215148188,0.7869803846704528,0.7195357833655706,0.787001638448935,0.2852608260698247,0.212998361551065,1.3392630064970488,0.5024576734025122,0.4975423265974877,0.64,0.365,1831.0,920.0,911.0,True
2585.0,0.7083172147001934,0.7913043478260869,0.7826564215148188,0.7869803846704528,0.7195357833655706,0.787001638448935,0.2852608260698247,0.212998361551065,1.3392630064970488,0.5024576734025122,0.4975423265974877,0.64,0.37,1831.0,920.0,911.0,True
2585.0,0.7083172147001934,0.7913043478260869,0.7826564215148188,0.7869803846704528,0.7195357833655706,0.787001638448935,0.2852608260698247,0.212998361551065,1.3392630064970488,0.5024576734025122,0.4975423265974877,0.64,0.375,1831.0,920.0,911.0,True
2585.0,0.7083172147001934,0.7913043478260869,0.7826564215148188,0.7869803846704528,0.7195357833655706,0.787001638448935,0.2852608260698247,0.212998361551065,1.3392630064970488,0.5024576734025122,0.4975423265974877,0.64,0.38,1831.0,920.0,911.0,True
2585.0,0.7083172147001934,0.7913043478260869,0.7826564215148188,0.7869803846704528,0.7195357833655706,0.787001638448935,0.2852608260698247,0.212998361551065,1.3392630064970488,0.5024576734025122,0.4975423265974877,0.64,0.385,1831.0,920.0,911.0,True
2585.0,0.7083172147001934,0.7913043478260869,0.7826564215148188,0.7869803846704528,0.7195357833655706,0.787001638448935,0.2852608260698247,0.212998361551065,1.3392630064970488,0.5024576734025122,0.4975423265974877,0.64,0.39,1831.0,920.0,911.0,True
2585.0,0.7083172147001934,0.7913043478260869,0.7826564215148188,0.7869803846704528,0.7195357833655706,0.787001638448935,0.2852608260698247,0.212998361551065,1.3392630064970488,0.5024576734025122,0.4975423265974877,0.64,0.395,1831.0,920.0,911.0,True
2585.0,0.7079303675048356,0.7913043478260869,0.7824175824175824,0.7868609651218347,0.7195357833655706,0.7868852459016393,0.28514443352252905,0.21311475409836067,1.3379854188364824,0.5027322404371585,0.4972677595628415,0.64,0.315,1830.0,920.0,910.0,True
2585.0,0.7079303675048356,0.7913043478260869,0.7824175824175824,0.7868609651218347,0.7195357833655706,0.7868852459016393,0.28514443352252905,0.21311475409836067,1.3379854188364824,0.5027322404371585,0.4972677595628415,0.64,0.32,1830.0,920.0,910.0,True
2585.0,0.7079303675048356,0.7913043478260869,0.7824175824175824,0.7868609651218347,0.7195357833655706,0.7868852459016393,0.28514443352252905,0.21311475409836067,1.3379854188364824,0.5027322404371585,0.4972677595628415,0.64,0.325,1830.0,920.0,910.0,True
2585.0,0.7079303675048356,0.7913043478260869,0.7824175824175824,0.7868609651218347,0.7195357833655706,0.7868852459016393,0.28514443352252905,0.21311475409836067,1.3379854188364824,0.5027322404371585,0.4972677595628415,0.64,0.33,1830.0,920.0,910.0,True
2585.0,0.7079303675048356,0.7913043478260869,0.7824175824175824,0.7868609651218347,0.7195357833655706,0.7868852459016393,0.28514443352252905,0.21311475409836067,1.3379854188364824,0.5027322404371585,0.4972677595628415,0.64,0.335,1830.0,920.0,910.0,True
2585.0,0.7079303675048356,0.7913043478260869,0.7824175824175824,0.7868609651218347,0.7195357833655706,0.7868852459016393,0.28514443352252905,0.21311475409836067,1.3379854188364824,0.5027322404371585,0.4972677595628415,0.64,0.34,1830.0,920.0,910.0,True
2585.0,0.7110251450676982,0.798196166854566,0.7760252365930599,0.7871107017238129,0.7195357833655706,0.7867247007616975,0.28498388838258726,0.21327529923830246,1.3362254766510089,0.48258977149075083,0.5174102285092492,0.645,0.42,1838.0,887.0,951.0,True
2585.0,0.7090909090909091,0.7913043478260869,0.7820372398685652,0.7866707938473261,0.7195357833655706,0.7866884888161484,0.2849476764370381,0.2133115111838516,1.3358288770053475,0.5019094380796508,0.4980905619203492,0.64,0.4,1833.0,920.0,913.0,True
2585.0,0.7090909090909091,0.7913043478260869,0.7820372398685652,0.7866707938473261,0.7195357833655706,0.7866884888161484,0.2849476764370381,0.2133115111838516,1.3358288770053475,0.5019094380796508,0.4980905619203492,0.64,0.405,1833.0,920.0,913.0,True
2585.0,0.7179883945841392,0.7913043478260869,0.782051282051282,0.7866778149386845,0.7195357833655706,0.7866379310344828,0.2848971186553725,0.21336206896551724,1.335275384404978,0.4956896551724138,0.5043103448275862,0.64,0.41,1856.0,920.0,936.0,True
2585.0,0.7087040618955512,0.7904451682953312,0.7826564215148188,0.786550794905075,0.7195357833655706,0.7865720524017468,0.2848312400226365,0.21342794759825323,1.3345545568324044,0.5027292576419214,0.4972707423580786,0.635,0.345,1832.0,921.0,911.0,True
2585.0,0.7087040618955512,0.7904451682953312,0.7826564215148188,0.786550794905075,0.7195357833655706,0.7865720524017468,0.2848312400226365,0.21342794759825323,1.3345545568324044,0.5027292576419214,0.4972707423580786,0.635,0.35,1832.0,921.0,911.0,True
2585.0,0.7087040618955512,0.7904451682953312,0.7826564215148188,0.786550794905075,0.7195357833655706,0.7865720524017468,0.2848312400226365,0.21342794759825323,1.3345545568324044,0.5027292576419214,0.4972707423580786,0.635,0.355,1832.0,921.0,911.0,True
2585.0,0.7087040618955512,0.7904451682953312,0.7826564215148188,0.786550794905075,0.7195357833655706,0.7865720524017468,0.2848312400226365,0.21342794759825323,1.3345545568324044,0.5027292576419214,0.4972707423580786,0.635,0.36,1832.0,921.0,911.0,True
2585.0,0.7087040618955512,0.7904451682953312,0.7826564215148188,0.786550794905075,0.7195357833655706,0.7865720524017468,0.2848312400226365,0.21342794759825323,1.3345545568324044,0.5027292576419214,0.4972707423580786,0.635,0.365,1832.0,921.0,911.0,True
2585.0,0.7087040618955512,0.7904451682953312,0.7826564215148188,0.786550794905075,0.7195357833655706,0.7865720524017468,0.2848312400226365,0.21342794759825323,1.3345545568324044,0.5027292576419214,0.4972707423580786,0.635,0.37,1832.0,921.0,911.0,True
2585.0,0.7087040618955512,0.7904451682953312,0.7826564215148188,0.786550794905075,0.7195357833655706,0.7865720524017468,0.2848312400226365,0.21342794759825323,1.3345545568324044,0.5027292576419214,0.4972707423580786,0.635,0.375,1832.0,921.0,911.0,True
2585.0,0.7087040618955512,0.7904451682953312,0.7826564215148188,0.786550794905075,0.7195357833655706,0.7865720524017468,0.2848312400226365,0.21342794759825323,1.3345545568324044,0.5027292576419214,0.4972707423580786,0.635,0.38,1832.0,921.0,911.0,True
2585.0,0.7087040618955512,0.7904451682953312,0.7826564215148188,0.786550794905075,0.7195357833655706,0.7865720524017468,0.2848312400226365,0.21342794759825323,1.3345545568324044,0.5027292576419214,0.4972707423580786,0.635,0.385,1832.0,921.0,911.0,True
2585.0,0.7087040618955512,0.7904451682953312,0.7826564215148188,0.786550794905075,0.7195357833655706,0.7865720524017468,0.2848312400226365,0.21342794759825323,1.3345545568324044,0.5027292576419214,0.4972707423580786,0.635,0.39,1832.0,921.0,911.0,True
