decision_time_bucket_start,decision_time_bucket_end,decision_time_regime,current_price_bucket_start,current_price_bucket_end,current_price_bucket,limit_price_anchor,win_market_count,win_fill_market_count,a_win_market_fill,lose_market_count,lose_fill_market_count,a_lose_market_fill,a_lose_assumption,sample_market_count,a_win_LCB,q_market,q_market_LCB,q_used_default,kelly_a_win_used,q_required,q_margin,R_payoff,edge_market_q,f_kelly_raw,f_kelly,kelly_growth,fallback_level,is_reliable,is_valid_maker_candidate,is_positive_ev,created_at_utc,data_start_utc,data_end_utc,current_price_source,fill_proxy,order_valid_until,a_win_market_fill_raw,a_lose_market_fill_raw
0,30,"[0,30)",0.0,0.05,"[0.00,0.05)",0.55,329,328,0.9969604863221885,5580,5476,0.9813620071684588,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.5542434426316483,-0.5041287663445532,0.818181818181818,-0.9095800284994956,-1.1126576299190616,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9813620071684588
0,30,"[0,30)",0.0,0.05,"[0.00,0.05)",0.6,329,328,0.9969604863221885,5580,5476,0.9813620071684588,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.6041113289784347,-0.5539966526913396,0.6666666666666667,-0.9170439720575344,-1.376739833658944,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9813620071684588
0,30,"[0,30)",0.0,0.05,"[0.00,0.05)",0.65,329,328,0.9969604863221885,5580,5476,0.9813620071684588,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.6538938620633206,-0.6037791857762255,0.5384615384615384,-0.9233596166066441,-1.716274095610222,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9813620071684588
0,30,"[0,30)",0.0,0.05,"[0.00,0.05)",0.7,329,328,0.9969604863221885,5580,5477,0.9815412186379928,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.7035912608333248,-0.6534765845462297,0.42857142857142866,-0.9287730262201667,-2.1689864448785916,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9815412186379928
0,30,"[0,30)",0.0,0.05,"[0.00,0.05)",0.75,329,328,0.9969604863221885,5580,5478,0.9817204301075269,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.7532037434872529,-0.7030890672001578,0.3333333333333333,-0.9334646478852197,-2.802783733854311,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9817204301075269
0,30,"[0,30)",0.0,0.05,"[0.00,0.05)",0.8,329,328,0.9969604863221885,5580,5478,0.9817204301075269,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.8027315274788904,-0.7526168511917953,0.24999999999999994,-0.9375698168421409,-3.753479667317889,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9817204301075269
0,30,"[0,30)",0.0,0.05,"[0.00,0.05)",0.85,329,328,0.9969604863221885,5580,5478,0.9817204301075269,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.8521748295201794,-0.8020601532330843,0.17647058823529416,-0.9411920247453068,-5.337972889757183,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9817204301075269
0,30,"[0,30)",0.0,0.05,"[0.00,0.05)",0.9,329,328,0.9969604863221885,5580,5478,0.9817204301075269,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.9015338655843804,-0.8514191892972853,0.11111111111111108,-0.9444117651036765,-8.506959334635779,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9817204301075269
0,30,"[0,30)",0.0,0.05,"[0.00,0.05)",0.95,329,328,0.9969604863221885,5580,5478,0.9817204301075269,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.950808850909216,-0.9006941746221209,0.052631578947368474,-0.947292585424323,-18.013918669271536,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9817204301075269
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.05,329,225,0.6838905775075987,5580,5441,0.975089605734767,1.0,5909,0.6317714855579339,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.6317714855579339,0.0769014367073464,-0.02678676042025134,18.999999999999996,-0.34832587747599786,-0.01867761106961915,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.6838905775075987,0.975089605734767
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.1,329,319,0.9696048632218845,5580,5470,0.9802867383512545,1.0,5909,0.9449616081314559,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9449616081314559,0.1052116100402649,-0.05509693375316985,9.0,-0.5236773178557388,-0.05834730400450348,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9696048632218845,0.9802867383512545
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.15,329,326,0.9908814589665653,5580,5472,0.9806451612903225,1.0,5909,0.9735374025065642,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9735374025065642,0.1534516191678414,-0.10333694288074634,5.666666666666667,-0.6734170902929286,-0.11899611848050472,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9908814589665653,0.9806451612903225
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.2,329,326,0.9908814589665653,5580,5473,0.9808243727598567,1.0,5909,0.9735374025065642,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9735374025065642,0.2043255886480011,-0.15421091236090606,4.0,-0.7547312765929216,-0.18893337588553624,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9908814589665653,0.9808243727598567
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.25,329,326,0.9908814589665653,5580,5473,0.9808243727598567,1.0,5909,0.9735374025065642,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9735374025065642,0.2550622063773639,-0.20494753009026884,3.0,-0.8035197883729175,-0.26819560094457207,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9908814589665653,0.9808243727598567
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.3,329,327,0.993920972644377,5580,5475,0.9811827956989247,1.0,5909,0.9781090846385389,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9781090846385389,0.3046686326758392,-0.2545539563887442,2.3333333333333335,-0.8355108766959414,-0.358469351013991,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.993920972644377,0.9811827956989247
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.35,329,328,0.9969604863221885,5580,5475,0.9811827956989247,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.35391395931743513,-0.3037992830303401,1.8571428571428574,-0.8583987012443727,-0.462609128405504,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9811827956989247
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.4,329,328,0.9969604863221885,5580,5475,0.9811827956989247,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.4041254632589731,-0.35401078697187804,1.4999999999999998,-0.8759922824883212,-0.5844932224392961,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9811827956989247
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.45,329,328,0.9969604863221885,5580,5475,0.9811827956989247,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.4542507306039555,-0.40413605431686045,1.2222222222222223,-0.8896761790113923,-0.7285380608428684,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9811827956989247
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.5,329,328,0.9969604863221885,5580,5475,0.9811827956989247,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.504289983324519,-0.454175307037424,1.0,-0.900623296229849,-0.9013918669271552,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9811827956989247
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.55,329,328,0.9969604863221885,5580,5476,0.9813620071684588,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.5542434426316483,-0.5041287663445532,0.818181818181818,-0.9095800284994956,-1.1126576299190616,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9813620071684588
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.6,329,328,0.9969604863221885,5580,5476,0.9813620071684588,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.6041113289784347,-0.5539966526913396,0.6666666666666667,-0.9170439720575344,-1.376739833658944,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9813620071684588
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.65,329,328,0.9969604863221885,5580,5476,0.9813620071684588,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.6538938620633206,-0.6037791857762255,0.5384615384615384,-0.9233596166066441,-1.716274095610222,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9813620071684588
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.7,329,328,0.9969604863221885,5580,5477,0.9815412186379928,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.7035912608333248,-0.6534765845462297,0.42857142857142866,-0.9287730262201667,-2.1689864448785916,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9815412186379928
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.75,329,328,0.9969604863221885,5580,5478,0.9817204301075269,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.7532037434872529,-0.7030890672001578,0.3333333333333333,-0.9334646478852197,-2.802783733854311,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9817204301075269
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.8,329,328,0.9969604863221885,5580,5478,0.9817204301075269,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.8027315274788904,-0.7526168511917953,0.24999999999999994,-0.9375698168421409,-3.753479667317889,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9817204301075269
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.85,329,328,0.9969604863221885,5580,5478,0.9817204301075269,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.8521748295201794,-0.8020601532330843,0.17647058823529416,-0.9411920247453068,-5.337972889757183,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9817204301075269
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.9,329,328,0.9969604863221885,5580,5478,0.9817204301075269,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.9015338655843804,-0.8514191892972853,0.11111111111111108,-0.9444117651036765,-8.506959334635779,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9817204301075269
0,30,"[0,30)",0.05,0.1,"[0.05,0.10)",0.95,329,328,0.9969604863221885,5580,5478,0.9817204301075269,1.0,5909,0.9829860458610046,0.05567777965814859,0.05011467628709505,0.05011467628709505,0.9829860458610046,0.950808850909216,-0.9006941746221209,0.052631578947368474,-0.947292585424323,-18.013918669271536,0.0,0.0,level_4,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.9969604863221885,0.9817204301075269
0,30,"[0,30)",0.1,0.15,"[0.10,0.15)",0.05,7,1,0.14285714285714285,43,43,1.0,1.0,50,0.02567895594897479,0.14,0.06950745262022862,0.06950745262022862,0.02567895594897479,0.6720881043276606,-0.602580651707432,18.999999999999996,-0.8965798499145257,-0.050616277759781475,0.0,0.0,level_1,True,True,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.14285714285714285,1.0
0,30,"[0,30)",0.1,0.15,"[0.10,0.15)",0.1,7,1,0.14285714285714285,43,43,1.0,1.0,50,0.02567895594897479,0.14,0.06950745262022862,0.06950745262022862,0.02567895594897479,0.8122747031208403,-0.7427672505006117,9.0,-0.9144286380541287,-0.10898384874643599,0.0,0.0,level_1,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,0.14285714285714285,1.0
0,30,"[0,30)",0.1,0.15,"[0.10,0.15)",0.15,7,7,1.0,43,43,1.0,1.0,50,0.6456611570247934,0.14,0.06950745262022862,0.06950745262022862,0.6456611570247934,0.21465001108729395,-0.14514255846706534,5.666666666666667,-0.6761823944562421,-0.12233942591083888,0.0,0.0,level_1,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,1.0,1.0
0,30,"[0,30)",0.1,0.15,"[0.10,0.15)",0.2,7,7,1.0,43,43,1.0,1.0,50,0.6456611570247934,0.14,0.06950745262022862,0.06950745262022862,0.6456611570247934,0.2791234140715109,-0.2096159614512823,4.0,-0.7509794982572802,-0.19248564003026633,0.0,0.0,level_1,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,1.0,1.0
0,30,"[0,30)",0.1,0.15,"[0.10,0.15)",0.25,7,7,1.0,43,43,1.0,1.0,50,0.6456611570247934,0.14,0.06950745262022862,0.06950745262022862,0.6456611570247934,0.34048540274358075,-0.27097795012335213,3.0,-0.7958577605379029,-0.2719846826989507,0.0,0.0,level_1,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,1.0,1.0
0,30,"[0,30)",0.1,0.15,"[0.10,0.15)",0.3,7,7,1.0,43,43,1.0,1.0,50,0.6456611570247934,0.14,0.06950745262022862,0.06950745262022862,0.6456611570247934,0.39895590053578783,-0.3294484479155592,2.3333333333333335,-0.8257766020583182,-0.3628407314631615,0.0,0.0,level_1,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,1.0,1.0
0,30,"[0,30)",0.1,0.15,"[0.10,0.15)",0.35,7,7,1.0,43,43,1.0,1.0,50,0.6456611570247934,0.14,0.06950745262022862,0.06950745262022862,0.6456611570247934,0.45473458157170654,-0.3852271289514779,1.8571428571428574,-0.847147203144329,-0.4676746338834047,0.0,0.0,level_1,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,1.0,1.0
0,30,"[0,30)",0.1,0.15,"[0.10,0.15)",0.4,7,7,1.0,43,43,1.0,1.0,50,0.6456611570247934,0.14,0.06950745262022862,0.06950745262022862,0.6456611570247934,0.5080031487798479,-0.43849569615961925,1.4999999999999998,-0.8631751539588371,-0.5899808533736886,0.0,0.0,level_1,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,1.0,1.0
0,30,"[0,30)",0.1,0.15,"[0.10,0.15)",0.45,7,7,1.0,43,43,1.0,1.0,50,0.6456611570247934,0.14,0.06950745262022862,0.06950745262022862,0.6456611570247934,0.5589273112208891,-0.4894198586006605,1.2222222222222223,-0.8756413379256768,-0.7345245673167509,0.0,0.0,level_1,True,False,False,2026-05-17T09:31:22.144134+00:00,2026-04-14T16:00:00+00:00,2026-05-14T15:55:00+00:00,last_valid_trade,taker_sell_price_lte_limit_price_after_decision_second,market_end,1.0,1.0
